utterance_id,user_id,utterance_length,substitutions,deletions,insertions,wer,insertion_rate,deletion_rate,substitution_rate
n000016-fn000030-101.4930-103.8624,n000016,2,2,0,1,1.5,0.5,0.0,1.0
n000016-fn000030-103.8624-106.5010,n000016,4,1,0,0,0.25,0.0,0.0,0.25
n000016-fn000030-107.0624-109.1009,n000016,2,0,1,0,0.5,0.0,0.5,0.0
n000016-fn000030-109.7011-111.7600,n000016,3,1,1,0,0.666667,0.0,0.333333,0.333333
n000016-fn000030-111.7600-114.0986,n000016,4,2,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-114.5581-116.1930,n000016,2,2,0,1,1.5,0.5,0.0,1.0
n000016-fn000030-116.6276-119.2145,n000016,5,2,0,4,1.2,0.8,0.0,0.4
n000016-fn000030-119.6207-122.0730,n000016,5,1,0,0,0.2,0.0,0.0,0.2
n000016-fn000030-122.0730-124.9600,n000016,3,3,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-130.4895-132.3106,n000016,4,0,1,0,0.25,0.0,0.25,0.0
n000016-fn000030-132.3106-134.2663,n000016,3,0,1,0,0.333333,0.0,0.333333,0.0
n000016-fn000030-134.2663-135.7576,n000016,1,1,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-135.7576-139.1827,n000016,5,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-139.6378-142.7007,n000016,3,2,0,3,1.666667,1.0,0.0,0.666667
n000016-fn000030-143.0937-144.1802,n000016,1,1,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-144.9045-147.3153,n000016,3,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-147.8518-151.0802,n000016,6,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-151.4450-154.2596,n000016,2,1,0,1,1.0,0.5,0.0,0.5
n000016-fn000030-154.6424-156.7205,n000016,3,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-156.7205-158.7280,n000016,2,2,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-158.7280-161.4209,n000016,4,3,0,1,1.0,0.25,0.0,0.75
n000016-fn000030-161.4209-162.8935,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-163.3074-164.7664,n000016,1,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-165.1238-167.8866,n000016,5,1,1,0,0.4,0.0,0.2,0.2
n000016-fn000030-168.4868-170.5296,n000016,5,1,0,0,0.2,0.0,0.0,0.2
n000016-fn000030-170.9921-173.0927,n000016,4,1,0,1,0.5,0.25,0.0,0.25
n000016-fn000030-173.5004-176.1597,n000016,6,1,0,0,0.166667,0.0,0.0,0.166667
n000016-fn000030-176.6150-179.0895,n000016,3,2,0,0,0.666667,0.0,0.0,0.666667
n000016-fn000030-179.5283-182.2083,n000016,4,2,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-18.7849-20.2129,n000016,3,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-185.3743-188.2303,n000016,4,1,2,0,0.75,0.0,0.5,0.25
n000016-fn000030-188.6173-190.7386,n000016,3,1,0,1,0.666667,0.333333,0.0,0.333333
n000016-fn000030-190.7386-194.0395,n000016,3,2,0,0,0.666667,0.0,0.0,0.666667
n000016-fn000030-194.9320-197.9224,n000016,9,3,1,0,0.444444,0.0,0.111111,0.333333
n000016-fn000030-197.9224-199.6843,n000016,4,0,1,0,0.25,0.0,0.25,0.0
n000016-fn000030-199.6843-201.8263,n000016,4,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-20.8202-23.1898,n000016,5,2,0,0,0.4,0.0,0.0,0.4
n000016-fn000030-201.8263-204.6967,n000016,6,1,0,0,0.166667,0.0,0.0,0.166667
n000016-fn000030-205.3144-207.3115,n000016,3,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-207.3115-210.6020,n000016,4,2,2,0,1.0,0.0,0.5,0.5
n000016-fn000030-210.6020-213.3750,n000016,3,0,1,0,0.333333,0.0,0.333333,0.0
n000016-fn000030-213.3750-215.0245,n000016,3,2,0,0,0.666667,0.0,0.0,0.666667
n000016-fn000030-215.6495-218.3295,n000016,3,1,0,1,0.666667,0.333333,0.0,0.333333
n000016-fn000030-218.3295-221.7856,n000016,3,1,1,0,0.666667,0.0,0.333333,0.333333
n000016-fn000030-222.2628-223.9702,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-224.3825-225.5621,n000016,4,1,0,0,0.25,0.0,0.0,0.25
n000016-fn000030-225.5621-228.5836,n000016,3,3,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-229.0046-231.9922,n000016,3,0,1,0,0.333333,0.0,0.333333,0.0
n000016-fn000030-23.5934-26.9695,n000016,3,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-235.2941-237.4774,n000016,4,3,0,0,0.75,0.0,0.0,0.75
n000016-fn000030-237.4774-239.2469,n000016,4,2,1,0,0.75,0.0,0.25,0.5
n000016-fn000030-239.2469-241.4123,n000016,4,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-241.8290-243.2673,n000016,3,1,1,0,0.666667,0.0,0.333333,0.333333
n000016-fn000030-244.0816-248.2621,n000016,5,4,1,0,1.0,0.0,0.2,0.8
n000016-fn000030-248.8354-250.3979,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-250.3979-252.7261,n000016,4,2,1,0,0.75,0.0,0.25,0.5
n000016-fn000030-253.0614-254.7170,n000016,4,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-255.0274-257.4177,n000016,6,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-257.8963-260.5453,n000016,3,2,0,0,0.666667,0.0,0.0,0.666667
n000016-fn000030-260.5453-263.1529,n000016,2,0,1,0,0.5,0.0,0.5,0.0
n000016-fn000030-263.1529-266.3529,n000016,3,1,1,0,0.666667,0.0,0.333333,0.333333
n000016-fn000030-266.9531-268.9191,n000016,2,2,0,1,1.5,0.5,0.0,1.0
n000016-fn000030-269.3952-271.7751,n000016,5,2,0,1,0.6,0.2,0.0,0.4
n000016-fn000030-272.1269-273.4086,n000016,2,1,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-273.9344-276.0708,n000016,2,1,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-276.0708-277.7090,n000016,2,0,0,1,0.5,0.5,0.0,0.0
n000016-fn000030-277.7090-279.7732,n000016,2,0,1,0,0.5,0.0,0.5,0.0
n000016-fn000030-280.1038-282.4498,n000016,3,1,0,1,0.666667,0.333333,0.0,0.333333
n000016-fn000030-282.4498-283.5723,n000016,1,1,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-284.0098-286.4468,n000016,5,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-289.0394-291.2540,n000016,5,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-291.2540-293.6389,n000016,5,2,0,0,0.4,0.0,0.0,0.4
n000016-fn000030-294.2425-297.1512,n000016,4,1,0,0,0.25,0.0,0.0,0.25
n000016-fn000030-297.1512-299.5974,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-299.5974-301.6284,n000016,4,3,1,0,1.0,0.0,0.25,0.75
n000016-fn000030-30.4607-33.3166,n000016,5,2,2,0,0.8,0.0,0.4,0.4
n000016-fn000030-302.1236-304.8740,n000016,6,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-304.8740-306.7765,n000016,4,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-306.7765-309.2337,n000016,6,2,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-309.6726-312.5849,n000016,8,1,0,0,0.125,0.0,0.0,0.125
n000016-fn000030-313.0975-315.2008,n000016,4,0,0,1,0.25,0.25,0.0,0.0
n000016-fn000030-315.6660-318.4005,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-321.2069-323.2900,n000016,3,2,1,0,1.0,0.0,0.333333,0.666667
n000016-fn000030-323.6843-325.9703,n000016,2,1,0,1,1.0,0.5,0.0,0.5
n000016-fn000030-325.9703-328.9104,n000016,4,3,0,0,0.75,0.0,0.0,0.75
n000016-fn000030-328.9104-330.5861,n000016,5,2,0,1,0.6,0.2,0.0,0.4
n000016-fn000030-33.7098-35.9949,n000016,4,1,1,1,0.75,0.25,0.25,0.25
n000016-fn000030-331.0512-333.8826,n000016,8,1,0,0,0.125,0.0,0.0,0.125
n000016-fn000030-334.3330-337.2655,n000016,7,1,2,0,0.428571,0.0,0.285714,0.142857
n000016-fn000030-337.2655-339.6520,n000016,6,3,1,0,0.666667,0.0,0.166667,0.5
n000016-fn000030-340.1747-342.8847,n000016,7,3,0,0,0.428571,0.0,0.0,0.428571
n000016-fn000030-343.4032-345.1728,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-345.6379-347.2862,n000016,3,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-347.2862-349.6031,n000016,6,2,1,0,0.5,0.0,0.166667,0.333333
n000016-fn000030-35.9949-38.1885,n000016,2,2,0,1,1.5,0.5,0.0,1.0
n000016-fn000030-350.0507-352.2657,n000016,3,1,1,0,0.666667,0.0,0.333333,0.333333
n000016-fn000030-352.2657-354.5374,n000016,5,1,0,0,0.2,0.0,0.0,0.2
n000016-fn000030-354.5374-355.7610,n000016,1,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-358.3263-360.2440,n000016,3,2,0,0,0.666667,0.0,0.0,0.666667
n000016-fn000030-360.6537-362.9332,n000016,3,1,1,1,1.0,0.333333,0.333333,0.333333
n000016-fn000030-362.9332-365.3282,n000016,4,2,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-365.9686-368.1128,n000016,3,3,0,2,1.666667,0.666667,0.0,1.0
n000016-fn000030-368.1128-370.5074,n000016,3,3,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-370.5074-371.1591,n000016,1,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-371.6633-373.7521,n000016,4,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-373.7521-376.1809,n000016,6,1,0,0,0.166667,0.0,0.0,0.166667
n000016-fn000030-376.1809-376.8825,n000016,1,1,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-377.3371-379.3329,n000016,5,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-379.6974-382.0714,n000016,3,2,0,0,0.666667,0.0,0.0,0.666667
n000016-fn000030-38.1885-41.0755,n000016,3,2,0,0,0.666667,0.0,0.0,0.666667
n000016-fn000030-382.0714-384.0988,n000016,3,2,0,0,0.666667,0.0,0.0,0.666667
n000016-fn000030-384.5473-387.0579,n000016,3,3,0,1,1.333333,0.333333,0.0,1.0
n000016-fn000030-387.5393-389.9238,n000016,6,1,1,0,0.333333,0.0,0.166667,0.166667
n000016-fn000030-389.9238-391.0829,n000016,2,0,1,0,0.5,0.0,0.5,0.0
n000016-fn000030-391.0829-393.0542,n000016,2,1,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-393.5550-395.7400,n000016,3,1,0,1,0.666667,0.333333,0.0,0.333333
n000016-fn000030-396.2232-397.9039,n000016,1,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-400.2101-402.9518,n000016,6,1,0,0,0.166667,0.0,0.0,0.166667
n000016-fn000030-403.2698-405.9713,n000016,4,0,1,0,0.25,0.0,0.25,0.0
n000016-fn000030-406.3402-407.7026,n000016,1,1,0,1,2.0,1.0,0.0,1.0
n000016-fn000030-407.7026-410.2384,n000016,2,2,0,3,2.5,1.5,0.0,1.0
n000016-fn000030-41.3382-44.2873,n000016,4,4,0,1,1.25,0.25,0.0,1.0
n000016-fn000030-410.2384-411.4465,n000016,2,1,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-411.4465-413.5787,n000016,3,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-413.5787-415.6691,n000016,4,1,1,0,0.5,0.0,0.25,0.25
n000016-fn000030-415.6691-418.0221,n000016,5,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-418.2951-420.7321,n000016,4,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-420.7321-422.0032,n000016,2,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-422.5339-423.6789,n000016,3,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-423.6789-425.6642,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-425.6642-427.4849,n000016,1,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-427.4849-429.1728,n000016,1,1,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-429.6633-432.1273,n000016,4,2,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-432.1273-432.8055,n000016,1,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-432.8055-435.0686,n000016,2,2,0,1,1.5,0.5,0.0,1.0
n000016-fn000030-435.0686-436.4342,n000016,3,2,1,0,1.0,0.0,0.333333,0.666667
n000016-fn000030-437.1812-438.5993,n000016,1,1,0,1,2.0,1.0,0.0,1.0
n000016-fn000030-438.9985-441.2780,n000016,3,1,0,1,0.666667,0.333333,0.0,0.333333
n000016-fn000030-44.7115-47.8333,n000016,5,3,0,0,0.6,0.0,0.0,0.6
n000016-fn000030-441.5839-443.4117,n000016,2,1,1,0,1.0,0.0,0.5,0.5
n000016-fn000030-443.4117-445.9490,n000016,4,2,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-445.9490-448.7432,n000016,5,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-449.1673-451.4913,n000016,4,1,3,0,1.0,0.0,0.75,0.25
n000016-fn000030-455.3029-458.2235,n000016,4,2,0,1,0.75,0.25,0.0,0.5
n000016-fn000030-458.2235-461.3305,n000016,4,3,0,0,0.75,0.0,0.0,0.75
n000016-fn000030-461.6675-464.3768,n000016,4,0,0,1,0.25,0.25,0.0,0.0
n000016-fn000030-464.7372-466.2037,n000016,3,1,2,0,1.0,0.0,0.666667,0.333333
n000016-fn000030-466.6614-468.2895,n000016,2,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-468.8114-470.7875,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-47.8333-50.1954,n000016,4,3,0,1,1.0,0.25,0.0,0.75
n000016-fn000030-470.7875-472.3161,n000016,2,1,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-472.5982-475.1459,n000016,2,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-475.4901-477.5158,n000016,4,2,0,1,0.75,0.25,0.0,0.5
n000016-fn000030-477.5158-480.3029,n000016,3,3,0,1,1.333333,0.333333,0.0,1.0
n000016-fn000030-480.7983-483.0104,n000016,2,2,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-483.3831-484.7501,n000016,1,1,0,2,3.0,2.0,0.0,1.0
n000016-fn000030-484.7501-487.5589,n000016,4,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-487.5589-488.3564,n000016,1,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-488.3564-490.4421,n000016,4,2,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-490.4421-493.3589,n000016,5,1,0,0,0.2,0.0,0.0,0.2
n000016-fn000030-493.9409-496.4513,n000016,3,1,2,0,1.0,0.0,0.666667,0.333333
n000016-fn000030-496.8615-499.9541,n000016,3,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-499.9541-501.9550,n000016,5,3,0,1,0.8,0.2,0.0,0.6
n000016-fn000030-50.1954-53.0720,n000016,5,1,0,0,0.2,0.0,0.0,0.2
n000016-fn000030-502.2583-504.4332,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-504.4332-506.5584,n000016,5,1,0,0,0.2,0.0,0.0,0.2
n000016-fn000030-507.0555-508.1492,n000016,1,1,0,1,2.0,1.0,0.0,1.0
n000016-fn000030-508.4258-511.3215,n000016,4,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-511.3215-513.6704,n000016,2,1,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-513.6704-515.2220,n000016,3,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-518.2006-521.4443,n000016,2,1,0,1,1.0,0.5,0.0,0.5
n000016-fn000030-521.4443-524.1909,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-524.1909-525.0328,n000016,2,1,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-525.0328-527.5041,n000016,7,2,1,0,0.428571,0.0,0.142857,0.285714
n000016-fn000030-527.5041-529.0677,n000016,3,1,0,1,0.666667,0.333333,0.0,0.333333
n000016-fn000030-529.4528-531.3294,n000016,2,1,1,0,1.0,0.0,0.5,0.5
n000016-fn000030-53.6778-55.7783,n000016,3,1,0,3,1.333333,1.0,0.0,0.333333
n000016-fn000030-531.6525-534.2624,n000016,2,2,0,2,2.0,1.0,0.0,1.0
n000016-fn000030-534.7662-537.0654,n000016,5,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-537.4631-539.6504,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-539.6504-542.0151,n000016,1,1,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-542.0151-544.8343,n000016,6,2,1,0,0.5,0.0,0.166667,0.333333
n000016-fn000030-548.0917-549.5613,n000016,2,1,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-549.5613-552.2054,n000016,6,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-55.7783-58.2928,n000016,4,3,1,0,1.0,0.0,0.25,0.75
n000016-fn000030-554.4513-556.3224,n000016,3,2,1,0,1.0,0.0,0.333333,0.666667
n000016-fn000030-556.7997-558.5644,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-558.5644-560.4908,n000016,2,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-560.7642-562.5538,n000016,4,2,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-562.5538-563.8781,n000016,1,1,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-564.5206-566.6136,n000016,3,1,0,1,0.666667,0.333333,0.0,0.333333
n000016-fn000030-566.6136-568.3111,n000016,2,1,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-568.7709-571.5634,n000016,6,1,0,1,0.333333,0.166667,0.0,0.166667
n000016-fn000030-571.9736-573.5052,n000016,2,2,0,0,1.0,0.0,0.0,1.0
n000016-fn000030-573.5052-575.1726,n000016,2,2,0,1,1.5,0.5,0.0,1.0
n000016-fn000030-575.1726-576.2523,n000016,2,1,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-576.4634-579.3734,n000016,4,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-58.8721-61.4176,n000016,2,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-581.2252-583.0272,n000016,4,2,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-61.4176-63.2903,n000016,4,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-63.2903-65.5857,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-65.5857-68.5244,n000016,7,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-68.5244-71.1217,n000016,4,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-75.1109-78.1014,n000016,4,1,0,0,0.25,0.0,0.0,0.25
n000016-fn000030-78.1014-80.0674,n000016,2,2,0,1,1.5,0.5,0.0,1.0
n000016-fn000030-80.6495-83.3812,n000016,5,1,0,0,0.2,0.0,0.0,0.2
n000016-fn000030-84.1319-86.7808,n000016,4,2,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-86.7808-89.1918,n000016,5,0,0,0,0.0,0.0,0.0,0.0
n000016-fn000030-89.5644-91.8201,n000016,3,2,0,0,0.666667,0.0,0.0,0.666667
n000016-fn000030-92.1672-93.7918,n000016,2,1,0,0,0.5,0.0,0.0,0.5
n000016-fn000030-94.2678-96.7615,n000016,3,1,0,0,0.333333,0.0,0.0,0.333333
n000016-fn000030-97.3229-99.5373,n000016,3,3,0,1,1.333333,0.333333,0.0,1.0
n000016-fn000030-99.5373-101.0584,n000016,3,1,0,1,0.666667,0.333333,0.0,0.333333
n000019-fn000037-10.6794-12.4546,n000019,1,1,0,2,3.0,2.0,0.0,1.0
n000019-fn000037-101.0910-102.6328,n000019,1,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-102.6328-104.3571,n000019,2,1,0,0,0.5,0.0,0.0,0.5
n000019-fn000037-104.3571-105.4738,n000019,1,1,0,0,1.0,0.0,0.0,1.0
n000019-fn000037-105.4738-107.1784,n000019,3,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-107.1784-109.0223,n000019,4,1,0,0,0.25,0.0,0.0,0.25
n000019-fn000037-109.5934-111.1385,n000019,2,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-111.1385-112.7292,n000019,2,1,1,0,1.0,0.0,0.5,0.5
n000019-fn000037-114.8235-116.4948,n000019,5,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-116.4948-117.6738,n000019,1,1,0,0,1.0,0.0,0.0,1.0
n000019-fn000037-117.6738-119.5645,n000019,4,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-119.5645-121.0441,n000019,1,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-121.0441-122.0301,n000019,1,1,0,0,1.0,0.0,0.0,1.0
n000019-fn000037-122.5616-124.6631,n000019,3,1,0,0,0.333333,0.0,0.0,0.333333
n000019-fn000037-124.6631-126.7574,n000019,3,1,0,1,0.666667,0.333333,0.0,0.333333
n000019-fn000037-126.7574-127.9489,n000019,2,1,0,0,0.5,0.0,0.0,0.5
n000019-fn000037-128.3973-130.8987,n000019,3,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-13.7982-15.1741,n000019,3,1,2,0,1.0,0.0,0.666667,0.333333
n000019-fn000037-130.8987-132.2258,n000019,1,1,0,0,1.0,0.0,0.0,1.0
n000019-fn000037-132.2258-133.8144,n000019,2,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-133.8144-135.3019,n000019,4,1,0,0,0.25,0.0,0.0,0.25
n000019-fn000037-135.3019-137.0884,n000019,3,1,0,0,0.333333,0.0,0.0,0.333333
n000019-fn000037-137.0884-139.4831,n000019,2,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-139.9856-142.2166,n000019,5,2,1,1,0.8,0.2,0.2,0.4
n000019-fn000037-142.2166-144.4044,n000019,4,1,0,0,0.25,0.0,0.0,0.25
n000019-fn000037-144.9669-147.6570,n000019,4,1,0,0,0.25,0.0,0.0,0.25
n000019-fn000037-147.9896-149.4898,n000019,3,1,0,0,0.333333,0.0,0.0,0.333333
n000019-fn000037-149.4898-151.5879,n000019,4,1,0,0,0.25,0.0,0.0,0.25
n000019-fn000037-15.1741-17.3661,n000019,3,2,1,0,1.0,0.0,0.333333,0.666667
n000019-fn000037-151.5879-153.9963,n000019,3,2,0,0,0.666667,0.0,0.0,0.666667
n000019-fn000037-153.9963-155.3451,n000019,2,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-157.4868-159.3714,n000019,3,1,1,0,0.666667,0.0,0.333333,0.333333
n000019-fn000037-159.3714-160.8229,n000019,1,1,0,0,1.0,0.0,0.0,1.0
n000019-fn000037-161.5501-164.0291,n000019,3,2,0,0,0.666667,0.0,0.0,0.666667
n000019-fn000037-164.7296-167.0419,n000019,5,2,0,0,0.4,0.0,0.0,0.4
n000019-fn000037-167.6890-169.8680,n000019,2,1,1,0,1.0,0.0,0.5,0.5
n000019-fn000037-169.8680-172.7748,n000019,6,1,0,0,0.166667,0.0,0.0,0.166667
n000019-fn000037-17.3661-19.7402,n000019,2,1,0,1,1.0,0.5,0.0,0.5
n000019-fn000037-172.7748-174.8956,n000019,4,1,0,0,0.25,0.0,0.0,0.25
n000019-fn000037-174.8956-176.6247,n000019,2,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-176.6247-178.8846,n000019,3,2,1,0,1.0,0.0,0.333333,0.666667
n000019-fn000037-179.3219-181.3131,n000019,5,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-181.7970-183.9614,n000019,2,1,0,1,1.0,0.5,0.0,0.5
n000019-fn000037-183.9614-186.1472,n000019,4,1,0,0,0.25,0.0,0.0,0.25
n000019-fn000037-186.1472-187.3531,n000019,1,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-187.3531-189.7471,n000019,5,0,1,0,0.2,0.0,0.2,0.0
n000019-fn000037-189.7471-192.2132,n000019,3,1,2,0,1.0,0.0,0.666667,0.333333
n000019-fn000037-19.7402-21.0903,n000019,1,1,0,0,1.0,0.0,0.0,1.0
n000019-fn000037-192.2132-194.4133,n000019,3,2,0,0,0.666667,0.0,0.0,0.666667
n000019-fn000037-194.8761-196.4916,n000019,4,1,0,0,0.25,0.0,0.0,0.25
n000019-fn000037-197.0411-198.2978,n000019,1,1,0,0,1.0,0.0,0.0,1.0
n000019-fn000037-198.2978-200.1873,n000019,2,2,0,0,1.0,0.0,0.0,1.0
n000019-fn000037-202.9306-204.2971,n000019,3,2,1,0,1.0,0.0,0.333333,0.666667
n000019-fn000037-204.2971-206.9044,n000019,5,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-206.9044-208.4048,n000019,3,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-208.4048-210.8903,n000019,3,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-212.6721-214.0094,n000019,1,1,0,0,1.0,0.0,0.0,1.0
n000019-fn000037-214.0094-215.1326,n000019,2,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-215.1326-216.4993,n000019,1,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-216.4993-218.0162,n000019,1,1,0,0,1.0,0.0,0.0,1.0
n000019-fn000037-218.6474-219.9562,n000019,1,1,0,0,1.0,0.0,0.0,1.0
n000019-fn000037-219.9562-221.4872,n000019,2,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-221.4872-223.4874,n000019,4,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-224.0039-225.9510,n000019,2,1,0,0,0.5,0.0,0.0,0.5
n000019-fn000037-225.9510-227.8393,n000019,3,1,0,1,0.666667,0.333333,0.0,0.333333
n000019-fn000037-228.6455-230.0567,n000019,2,1,0,0,0.5,0.0,0.0,0.5
n000019-fn000037-230.0567-231.7523,n000019,2,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-231.7523-234.3751,n000019,3,1,0,0,0.333333,0.0,0.0,0.333333
n000019-fn000037-235.5660-237.5206,n000019,2,1,0,0,0.5,0.0,0.0,0.5
n000019-fn000037-237.5206-238.4828,n000019,1,1,0,1,2.0,1.0,0.0,1.0
n000019-fn000037-238.9388-241.8696,n000019,5,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-24.9023-28.6553,n000019,6,2,0,0,0.333333,0.0,0.0,0.333333
n000019-fn000037-242.4696-244.0669,n000019,4,1,0,0,0.25,0.0,0.0,0.25
n000019-fn000037-245.0333-246.0391,n000019,1,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-247.0641-250.0005,n000019,5,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-250.7090-251.9636,n000019,1,1,0,0,1.0,0.0,0.0,1.0
n000019-fn000037-251.9636-254.2674,n000019,5,0,0,0,0.0,0.0,0.0,0.0
n000019-fn000037-257.0405-258.0768,n000019,2,1,1,0,1.0,0.0,0.5,0.5
n000019-fn000037-258.4894-260.2655,n000019,3,2,0,1,1.0,0.333333,0.0,0.666667
